"";"Ano";"UF";"CAPITAL";"RM_RIDE";"V1008";"V1012";"V1013";"V1016";"Estrato";"UPA";"V1022";"V1023";"V1030";"V1031";"V1032";"posest";"A001";"A001A";"A001B1";"A001B2";"A001B3";"A002";"A003";"A004";"A005";"B0011";"B0012";"B0013";"B0014";"B0015";"B0016";"B0017";"B0018";"B0019";"B00110";"B00111";"B00112";"B002";"B0031";"B0032";"B0033";"B0034";"B0035";"B0036";"B0037";"B0041";"B0042";"B0043";"B0044";"B0045";"B0046";"B005";"B006";"B007";"C001";"C002";"C003";"C004";"C005";"C0051";"C0052";"C0053";"C006";"C007";"C007A";"C007B";"C007C";"C007D";"C007E";"C007E1";"C007E2";"C008";"C009";"C010";"C0101";"C01011";"C01012";"C0102";"C01021";"C01022";"C0103";"C0104";"C011A";"C011A1";"C011A11";"C011A12";"C011A2";"C011A21";"C011A22";"C012";"C013";"C014";"C015";"C016";"C017A";"D0011";"D0013";"D0021";"D0023";"D0031";"D0033";"D0041";"D0043";"D0051";"D0053";"D0061";"D0063";"D0071";"D0073";"F001";"F0021";"F0022";"F0061";"F006"
"1";2020;11;11;NA;1;4;5;1;1110011;110015970;1;1;152194;138,2562412;143,56274468;1114;1;1;5;8;1984;35;1;4;5;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;2;4;NA;1;35;6;NA;NA;NA;48;48;1;1;4;1045;NA;NA;NA;NA;NA;1;1;4;1045;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;2
"2";2020;11;11;NA;1;4;5;1;1110011;110015970;1;1;154290;138,2562412;155,17556973;1123;2;2;18;8;1990;29;2;4;7;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;7;NA;NA;34;22;NA;NA;NA;12;4;1;1;4;1045;NA;NA;NA;NA;NA;1;1;0;0;NA;NA;NA;2;1;2;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;2
"3";2020;11;11;NA;1;4;5;1;1110011;110015970;1;1;146160;138,2562412;191,78621375;1112;3;4;25;12;2006;13;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;2
"4";2020;11;11;NA;1;4;5;1;1110011;110015970;1;1;146160;138,2562412;191,78621375;1112;4;4;24;8;2009;10;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;2
"5";2020;11;11;NA;3;2;5;1;1110011;110015970;1;1;90903;138,2562412;144,13492924;1126;1;1;25;12;1961;58;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;1;2;NA;2;NA;1;130;2;NA;1;600;2;NA;2;NA;1;NA;NA;1;1
"6";2020;11;11;NA;3;2;5;1;1110011;110015970;1;1;154290;138,2562412;155,17556973;1123;2;5;18;3;1999;21;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;1;NA;3;1;24;NA;NA;NA;40;24;1;1;4;1045;NA;NA;NA;NA;NA;1;1;2;600;NA;NA;NA;1;NA;2;NA;NA;NA;2;NA;2;NA;1;130;2;NA;1;600;2;NA;2;NA;1;NA;NA;1;1
"7";2020;11;11;NA;3;2;5;1;1110011;110015970;1;1;133809;138,2562412;160,80014921;1121;3;10;5;1;2018;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;1;130;2;NA;1;600;2;NA;2;NA;1;NA;NA;1;1
"8";2020;11;11;NA;4;4;5;1;1110011;110015970;1;1;122285;138,2562412;169,76165601;1115;1;1;18;2;1973;47;1;4;2;1;1;2;2;1;2;2;1;2;1;2;1;2;1;2;1;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;7;NA;NA;18;5;NA;NA;NA;40;10;1;1;5;2000;NA;NA;NA;NA;NA;1;1;5;2000;NA;NA;NA;1;NA;2;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"9";2020;11;11;NA;4;4;5;1;1110011;110015970;1;1;139963;138,2562412;155,44750627;1122;3;5;99;99;9999;18;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;7;1;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"10";2020;11;11;NA;4;4;5;1;1110011;110015970;1;1;146160;138,2562412;191,78621375;1112;6;5;99;99;9999;11;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"11";2020;11;11;NA;4;4;5;1;1110011;110015970;1;1;133809;138,2562412;160,80014921;1121;8;5;99;99;9999;9;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"12";2020;11;11;NA;4;4;5;1;1110011;110015970;1;1;146160;138,2562412;191,78621375;1112;7;5;99;99;9999;10;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"13";2020;11;11;NA;4;4;5;1;1110011;110015970;1;1;157421;138,2562412;188,5220646;1113;2;5;3;3;1994;26;1;4;5;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"14";2020;11;11;NA;4;4;5;1;1110011;110015970;1;1;146160;138,2562412;191,78621375;1112;5;5;99;99;9999;14;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"15";2020;11;11;NA;4;4;5;1;1110011;110015970;1;1;139963;138,2562412;155,44750627;1122;4;5;99;99;9999;15;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;2;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"16";2020;11;11;NA;5;3;5;1;1110011;110015970;1;1;55619;138,2562412;138,18022469;1117;1;1;25;5;1958;61;1;4;1;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;5;NA;NA;1;2
"17";2020;11;11;NA;5;3;5;1;1110011;110015970;1;1;54453;138,2562412;123,65996525;1127;2;2;31;3;1958;62;2;4;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;1;NA;3;1;24;NA;NA;NA;21;21;1;1;2;600;NA;NA;NA;NA;NA;1;1;2;500;NA;NA;NA;1;NA;2;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;5;NA;NA;1;2
"18";2020;11;11;NA;6;2;5;1;1110011;110015970;1;1;90903;138,2562412;144,13492924;1126;1;1;1;11;1963;56;2;4;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;8;1;2;NA;2;NA;2;NA;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;1
"19";2020;11;11;NA;6;2;5;1;1110011;110015970;1;1;95096;138,2562412;152,14891587;1116;2;2;29;5;1967;52;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;7;NA;NA;18;5;NA;NA;NA;40;40;1;1;4;1200;NA;NA;NA;NA;NA;1;1;4;1000;NA;NA;NA;1;NA;2;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;1
"20";2020;11;11;NA;6;2;5;1;1110011;110015970;1;1;139963;138,2562412;155,44750627;1122;3;4;20;12;2002;17;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;2;2;NA;2;NA;2;NA;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;1
"21";2020;11;11;NA;7;3;5;1;1110011;110015970;1;1;152194;138,2562412;143,56274468;1114;1;1;30;5;1986;33;1;4;5;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;NA;1;35;5;NA;NA;NA;44;44;1;1;4;1500;NA;NA;NA;NA;NA;1;1;4;1500;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"22";2020;11;11;NA;7;3;5;1;1110011;110015970;1;1;154290;138,2562412;155,17556973;1123;2;2;16;1;1994;26;2;4;6;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;1;NA;NA;NA;NA;2;4;NA;1;4;25;NA;NA;NA;44;0;1;1;4;1600;NA;NA;NA;NA;NA;1;1;4;1300;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"23";2020;11;11;NA;10;4;5;1;1110011;110015970;1;1;55619;138,2562412;138,18022469;1117;1;1;99;99;9999;64;1;4;3;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;1;NA;NA;NA;NA;2;5;1;2;14;18;NA;NA;NA;30;0;1;1;5;3000;NA;NA;NA;NA;NA;1;1;5;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;1;130;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;2
"24";2020;11;11;NA;10;4;5;1;1110011;110015970;1;1;124609;138,2562412;136,41182274;1125;2;2;24;9;1973;46;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;8;2;2;NA;2;NA;1;130;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;2
"25";2020;11;11;NA;10;4;5;1;1110011;110015970;1;1;157421;138,2562412;188,5220646;1113;4;6;99;99;9999;21;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;7;1;2;NA;2;NA;1;130;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;2
"26";2020;11;11;NA;10;4;5;1;1110011;110015970;1;1;154290;138,2562412;155,17556973;1123;3;5;99;99;9999;24;2;4;5;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;7;1;2;NA;2;NA;1;130;2;NA;1;1200;2;NA;2;NA;1;NA;NA;1;2
"27";2020;11;11;NA;11;4;5;1;1110011;110015970;1;1;90903;138,2562412;144,13492924;1126;1;1;20;1;1970;50;2;4;2;2;1;2;2;1;2;1;2;2;1;2;1;2;1;1;1;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;1;NA;NA;NA;NA;2;1;NA;1;1;24;NA;NA;NA;40;0;1;1;4;1245;NA;NA;NA;NA;NA;1;1;4;1045;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"28";2020;11;11;NA;11;4;5;1;1110011;110015970;1;1;122285;138,2562412;169,76165601;1115;2;2;22;3;1975;45;1;4;2;1;1;2;1;1;2;1;1;2;2;1;2;1;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;NA;NA;2;2;1;1;1;NA;NA;NA;NA;2;4;NA;1;36;4;NA;NA;NA;36;0;1;1;5;2000;NA;NA;NA;NA;NA;1;1;5;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;NA;1;1
"29";2020;11;11;NA;12;4;5;1;1110011;110015970;1;1;154290;138,2562412;155,17556973;1123;1;1;12;8;1995;24;2;4;5;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"30";2020;11;11;NA;12;4;5;1;1110011;110015970;1;1;152194;138,2562412;143,56274468;1114;2;2;29;7;1985;34;1;4;5;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;6;NA;NA;35;5;2;NA;8;44;44;1;1;5;2090;NA;NA;NA;NA;NA;1;1;5;2090;NA;NA;NA;1;NA;1;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"31";2020;11;11;NA;12;4;5;1;1110011;110015970;1;1;140194;138,2562412;179,88376466;1111;3;4;6;7;2012;7;1;4;2;2;1;1;2;2;2;2;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;NA;2;2;1;2;2;2;3;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"32";2020;11;11;NA;12;4;5;1;1110011;110015970;1;1;133809;138,2562412;160,80014921;1121;4;4;23;8;2016;3;2;4;1;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"33";2020;11;11;NA;13;1;5;1;1110011;110015970;1;1;122285;138,2562412;169,76165601;1115;1;1;16;7;1976;43;1;1;5;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;4;NA;3;29;7;NA;NA;NA;44;44;1;1;2;450;NA;NA;NA;NA;NA;1;1;2;450;NA;NA;NA;1;NA;2;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;1;NA;NA;1;1
"34";2020;11;11;NA;1;2;5;1;1110011;110011734;1;1;152194;776,86746932;806,68492926;1114;1;1;6;9;1984;35;1;4;6;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;1;7;NA;NA;25;19;NA;NA;NA;44;22;1;1;5;2500;NA;NA;NA;NA;NA;1;1;2;400;NA;NA;NA;2;1;1;NA;NA;NA;2;NA;2;NA;2;NA;1;1045;1;600;2;NA;2;NA;2;NA;NA;1;1
"35";2020;11;11;NA;1;2;5;1;1110011;110011734;1;1;150235;776,86746932;920,38516702;1124;2;2;8;12;1986;33;2;4;7;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;1;7;NA;NA;25;19;NA;NA;NA;44;22;1;1;5;2500;NA;NA;NA;NA;NA;1;1;2;400;NA;NA;NA;2;1;1;NA;NA;NA;2;NA;2;NA;2;NA;1;1045;1;600;2;NA;2;NA;2;NA;NA;1;1
"36";2020;11;11;NA;1;2;5;1;1110011;110011734;1;1;90903;776,86746932;809,90005765;1126;5;9;4;1;1964;56;2;4;1;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;NA;2;NA;2;NA;1;1045;1;600;2;NA;2;NA;2;NA;NA;1;1
"37";2020;11;11;NA;1;2;5;1;1110011;110011734;1;1;133809;776,86746932;903,54260972;1121;3;4;4;8;2011;8;2;4;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;1;1045;1;600;2;NA;2;NA;2;NA;NA;1;1
"38";2020;11;11;NA;1;2;5;1;1110011;110011734;1;1;133809;776,86746932;903,54260972;1121;4;4;12;7;2015;4;2;4;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;1;1045;1;600;2;NA;2;NA;2;NA;NA;1;1
"39";2020;11;11;NA;7;1;5;1;1110011;110011734;1;1;157421;776,86746932;1059,3131852;1113;1;1;15;9;1994;25;1;4;3;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;1;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;2;NA;NA;NA;NA;NA;2;4;NA;1;11;6;NA;NA;NA;44;0;1;1;5;1700;NA;NA;NA;NA;NA;1;1;5;1800;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"40";2020;11;11;NA;7;1;5;1;1110011;110011734;1;1;154290;776,86746932;871,93786777;1123;2;2;25;7;1990;29;2;4;7;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;8;NA;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"41";2020;11;11;NA;7;1;5;1;1110011;110011734;1;1;140194;776,86746932;1010,7742248;1111;3;4;99;99;9999;8;1;4;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"42";2020;11;11;NA;7;1;5;1;1110011;110011734;1;1;140194;776,86746932;1010,7742248;1111;4;4;99;99;9999;3;1;4;1;2;2;2;1;2;2;2;1;2;2;1;2;2;1;2;1;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"43";2020;11;11;NA;7;1;5;1;1110011;110011734;1;1;146160;776,86746932;1077,6545727;1112;5;15;99;99;9999;19;1;5;5;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;2;NA;NA;NA;NA;NA;2;4;NA;1;11;6;NA;NA;NA;44;0;1;1;4;1200;NA;NA;NA;NA;NA;1;1;4;1060;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;2;NA;1;600;2;NA;2;NA;2;NA;NA;1;2
"44";2020;11;11;NA;11;4;5;1;1110011;110011734;1;1;124609;776,86746932;766,50360659;1125;1;1;9;2;1976;44;2;4;5;2;2;2;2;2;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;2;NA;1;150;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;NA;1;2
